Gender,Income Type,Annual Income,Employment Duration,Education Level,Approved
Female,Business,63462.92,1.6,Bachelor's,0
Male,Salaried,83767.54,5.7,Bachelor's,1
Female,Self-Employed,58301.85,4.4,High School,0
Female,Salaried,55782.61,0.0,Bachelor's,0
Female,Student,18627.31,0.4,Bachelor's,0
Female,Salaried,62038.37,7.3,High School,0
Female,Salaried,89792.67,6.5,Bachelor's,1
Female,Pensioner,47362.56,0.0,Master's,0
Female,Salaried,114999.9,2.7,Bachelor's,1
Male,Self-Employed,44649.96,16.4,Master's,1
Male,Business,46575.69,11.9,High School,1
Female,Business,110735.52,2.0,Bachelor's,1
Female,Student,22528.17,1.1,Bachelor's,0
Male,Student,14875.78,0.2,Bachelor's,0
Female,Salaried,91755.22,2.6,Bachelor's,1
Male,Business,60360.51,6.9,Bachelor's,1
Male,Self-Employed,12000.0,20.4,Bachelor's,1
Male,Self-Employed,64420.45,2.7,High School,0
Female,Salaried,68048.9,0.4,Bachelor's,0
Female,Self-Employed,100016.53,13.7,Bachelor's,1
Male,Student,5162.38,0.9,Doctorate,0
Male,Pensioner,30514.01,0.0,Bachelor's,0
Male,Salaried,89035.45,6.6,Bachelor's,1
Male,Salaried,87962.06,17.1,Bachelor's,1
Male,Salaried,97202.38,1.3,Master's,1
Female,Business,79960.7,0.2,Doctorate,1
Male,Business,12000.0,4.0,Master's,0
Female,Salaried,60337.33,3.6,Bachelor's,0
Male,Salaried,30328.77,,High School,0
Female,Salaried,58921.83,19.0,Bachelor's,1
Female,Salaried,94400.13,10.4,Bachelor's,1
Female,Pensioner,27916.04,0.0,Master's,0
Female,Self-Employed,99442.73,1.1,High School,1
Female,Salaried,75252.62,8.0,Bachelor's,1
Female,Self-Employed,26050.22,7.8,Bachelor's,0
Male,Salaried,12000.0,3.3,Master's,0
Female,Student,23766.6,1.3,High School,0
Male,Salaried,58582.21,1.1,Bachelor's,0
Female,Salaried,35691.63,1.9,Bachelor's,0
Female,Salaried,13981.18,0.4,High School,0
Male,Self-Employed,42957.7,9.5,Bachelor's,0
Female,Self-Employed,59165.26,5.8,High School,0
Male,Business,84976.33,2.3,Bachelor's,1
Male,Salaried,70658.93,1.1,Master's,0
Male,Salaried,113242.02,0.2,Doctorate,1
Male,Salaried,33931.88,1.1,High School,0
Female,Self-Employed,91431.77,3.6,Master's,1
Female,Salaried,66418.96,1.7,Bachelor's,1
Male,Self-Employed,85840.07,1.8,Master's,1
Female,Pensioner,18002.69,0.0,Master's,0
Female,Pensioner,26461.67,0.0,High School,0
Male,Salaried,73856.74,7.8,Bachelor's,1
Female,Salaried,44616.65,0.2,Bachelor's,0
Male,Salaried,64639.28,2.7,Master's,1
Male,Self-Employed,57813.32,3.9,Bachelor's,0
Female,Business,79675.35,1.2,Bachelor's,1
Female,Salaried,29606.7,0.8,Bachelor's,0
Female,Salaried,64119.45,12.3,Doctorate,1
Male,Business,76859.22,16.8,Master's,1
Male,Pensioner,30542.27,0.0,Bachelor's,0
Female,Salaried,105408.24,2.6,Bachelor's,1
Female,Self-Employed,88220.68,19.1,Master's,1
Female,Salaried,64775.58,0.5,Master's,1
Female,Salaried,71500.67,6.2,High School,0
Male,Pensioner,30931.49,0.0,Bachelor's,0
Female,Business,77098.99,23.0,Bachelor's,1
Male,Business,12000.0,3.8,Bachelor's,0
Male,Salaried,55954.21,1.1,High School,0
Female,Business,20466.83,1.4,Bachelor's,0
Female,Salaried,103348.43,13.2,Bachelor's,1
Female,Salaried,63174.51,14.6,Bachelor's,1
Male,Self-Employed,59199.77,5.6,Bachelor's,0
Female,Salaried,91903.92,8.7,High School,1
Female,Business,77669.74,,Master's,1
Male,Self-Employed,31140.96,6.5,Master's,0
Female,Salaried,62872.84,10.5,Bachelor's,1
Male,Salaried,54944.99,6.9,Master's,1
Female,Salaried,12664.01,4.6,High School,0
Male,Salaried,44291.71,1.6,Master's,0
Female,Self-Employed,59493.79,8.2,High School,0
Female,Business,61551.47,3.8,Bachelor's,0
Male,Salaried,20533.06,2.1,Bachelor's,0
Male,Salaried,99549.97,9.7,Bachelor's,1
Female,Self-Employed,61936.91,7.2,Bachelor's,1
Male,Business,66126.59,16.6,Bachelor's,1
Male,Salaried,77019.25,1.1,Bachelor's,0
Male,Salaried,41357.71,6.3,Master's,1
Male,Self-Employed,78690.68,1.7,Bachelor's,0
Female,Salaried,53987.76,14.0,High School,1
Female,Salaried,38102.43,0.6,Bachelor's,0
Male,Business,82203.42,6.4,Master's,1
Male,Self-Employed,109750.22,9.4,Bachelor's,1
Male,Self-Employed,86744.88,2.6,Bachelor's,1
Male,Business,92689.33,18.5,Bachelor's,1
Female,Self-Employed,49381.08,11.4,Bachelor's,1
Female,Salaried,17071.41,2.1,Bachelor's,0
Male,Salaried,109704.13,0.0,Bachelor's,1
Male,Salaried,126635.45,2.1,High School,1
Male,Salaried,111284.2,2.0,Bachelor's,1
Female,Self-Employed,54926.42,13.2,High School,1
Male,Pensioner,42118.34,0.0,Bachelor's,0
Female,Student,5543.23,0.9,Bachelor's,0
Male,Self-Employed,14488.02,3.8,Doctorate,0
Female,Salaried,61778.64,4.8,Bachelor's,0
Male,Salaried,113170.34,0.6,Master's,1
Female,Business,60750.12,2.8,High School,0
Male,Self-Employed,74069.69,2.3,High School,0
Male,Self-Employed,106267.91,4.6,Master's,1
Male,Business,52877.14,6.5,Bachelor's,0
Female,Business,126065.94,7.3,High School,1
Male,Business,124762.83,0.9,Bachelor's,1
Female,Salaried,61066.66,10.1,Bachelor's,1
Female,Business,47673.97,6.8,Master's,1
Male,Pensioner,39853.64,0.0,High School,0
Male,Salaried,54574.25,3.6,Bachelor's,0
Male,Self-Employed,30303.34,13.5,Bachelor's,1
Female,Salaried,103437.16,12.0,Doctorate,1
Male,Student,15278.09,1.8,Master's,0
Female,Salaried,69665.35,2.9,Bachelor's,1
Female,Self-Employed,27114.06,16.2,Bachelor's,1
Male,Salaried,28114.21,7.5,Master's,0
Male,Business,68216.88,15.8,Bachelor's,1
Male,Salaried,50003.87,9.6,Master's,1
Male,Salaried,54767.21,5.6,Master's,1
Male,Salaried,95658.89,0.7,High School,0
Male,Pensioner,35338.8,0.0,High School,0
Female,Salaried,106344.28,20.8,Master's,1
Female,Salaried,35281.3,2.3,Bachelor's,0
Female,Business,54704.25,0.6,High School,0
Male,Self-Employed,87769.45,7.4,Bachelor's,1
Female,Pensioner,20702.78,0.0,Master's,0
Female,Salaried,110971.41,2.0,High School,1
Female,Self-Employed,77616.1,2.1,Bachelor's,0
Female,Salaried,120443.27,3.8,High School,1
Female,Salaried,81200.53,0.1,High School,0
Male,Self-Employed,96865.02,9.3,Bachelor's,1
Male,Self-Employed,55294.55,2.3,High School,0
Female,Business,65428.62,11.5,Master's,1
Female,Salaried,92328.33,9.7,Master's,1
Female,Salaried,113389.35,6.5,Master's,1
Male,Salaried,86877.11,2.4,High School,0
Male,Student,9703.4,0.4,Bachelor's,0
Female,Salaried,106320.05,3.5,High School,1
Male,Salaried,12000.0,2.5,Bachelor's,0
Male,Salaried,22332.96,11.3,Bachelor's,0
Female,Self-Employed,85449.03,4.0,Bachelor's,1
Male,Salaried,65423.25,10.7,High School,1
Male,Pensioner,30075.97,0.0,Bachelor's,0
Female,Salaried,66932.23,0.9,Master's,1
Male,Pensioner,47485.08,0.0,Bachelor's,0
Male,Salaried,40567.92,5.3,Master's,1
Female,Self-Employed,82114.58,4.3,Doctorate,1
Male,Pensioner,33262.47,0.0,Bachelor's,0
Male,Salaried,101616.52,1.5,Bachelor's,1
Female,Student,10321.75,0.4,Master's,0
Female,Salaried,72322.95,0.5,High School,0
Female,Pensioner,28440.53,0.0,Bachelor's,0
Male,Self-Employed,19304.83,5.1,Master's,0
Female,Salaried,49057.66,14.7,Bachelor's,1
Male,Salaried,59207.54,4.5,High School,0
Female,Salaried,96509.59,0.9,Bachelor's,1
Male,Salaried,46669.97,5.1,Bachelor's,0
Female,Salaried,88890.2,0.6,High School,0
Female,Salaried,64951.35,1.4,Bachelor's,0
Female,Salaried,59684.96,0.2,High School,0
Female,Business,72466.82,4.3,Bachelor's,1
Male,Salaried,53265.31,0.5,Master's,0
Female,Salaried,52128.88,3.8,Bachelor's,0
Female,Self-Employed,,16.2,Bachelor's,1
Male,Salaried,57561.37,7.6,High School,1
Female,Salaried,50600.96,0.5,High School,0
Male,Salaried,49520.57,1.5,High School,0
Female,Pensioner,36814.06,0.0,Bachelor's,0
Female,Business,84758.96,13.5,High School,1
Female,Salaried,71965.84,0.2,Bachelor's,0
Male,Self-Employed,94862.46,10.0,High School,1
Female,Self-Employed,82266.86,5.0,Master's,1
Female,Self-Employed,56148.31,4.7,Master's,1
Female,Self-Employed,51114.31,19.0,Bachelor's,1
Male,Self-Employed,74384.67,8.3,High School,1
Male,Salaried,82213.01,11.4,Master's,1
Female,Salaried,106935.33,2.6,Doctorate,1
Male,Salaried,100735.19,4.8,High School,1
Female,Pensioner,30401.16,0.0,Bachelor's,0
Female,Self-Employed,61939.81,2.3,Master's,0
Female,Business,85130.53,5.1,Bachelor's,1
Female,Student,16294.57,0.8,Bachelor's,0
Female,Salaried,,0.9,Bachelor's,1
Female,Self-Employed,63083.67,2.8,Bachelor's,0
Female,Self-Employed,27379.32,8.1,Bachelor's,0
Male,Student,6578.07,0.5,Master's,0
Male,Student,10025.18,0.0,Bachelor's,0
Male,Self-Employed,75266.77,6.2,High School,1
Male,Salaried,32039.62,0.7,Bachelor's,0
Male,Business,66337.09,14.1,Bachelor's,1
Male,Salaried,83936.73,5.0,High School,1
Male,Business,30463.2,9.1,Bachelor's,0
Female,Pensioner,18205.72,0.0,Master's,0
Female,Salaried,53674.07,1.8,Bachelor's,0
Female,Self-Employed,102728.39,4.5,High School,1
Female,Salaried,,19.4,High School,1
Male,Salaried,34201.24,0.6,Bachelor's,0
Male,Salaried,51255.89,6.9,Bachelor's,1
Female,Business,62145.56,19.7,Bachelor's,1
Female,Pensioner,26771.92,0.0,Bachelor's,0
Male,Pensioner,42052.67,0.0,High School,0
Female,Salaried,75018.95,16.3,High School,1
Female,Pensioner,40070.3,0.0,Bachelor's,0
Female,Business,63016.63,1.6,High School,0
Female,Salaried,13723.21,2.4,Master's,0
Male,Salaried,76750.94,0.2,High School,0
Female,Salaried,62323.9,10.7,Bachelor's,1
Female,Pensioner,36382.47,0.0,Bachelor's,0
Male,Self-Employed,36813.04,6.0,Bachelor's,0
Male,Business,12000.0,2.6,Master's,0
Female,Salaried,83542.05,0.5,Bachelor's,1
Male,Business,75395.81,8.4,Bachelor's,1
Female,Salaried,34747.01,7.8,Bachelor's,1
Female,Salaried,19107.53,14.6,Bachelor's,1
Male,Self-Employed,111121.9,7.9,Master's,1
Female,Salaried,107423.31,10.6,Bachelor's,1
Female,Business,12000.0,8.2,Bachelor's,0
Female,Salaried,51253.31,6.0,Master's,1
Female,Self-Employed,114925.76,3.3,Master's,1
Male,Salaried,50718.12,13.9,Bachelor's,1
Male,Self-Employed,50281.63,6.3,Bachelor's,0
Female,Salaried,56517.22,3.0,High School,0
Male,Salaried,31373.09,0.5,Bachelor's,0
Female,Pensioner,44837.51,0.0,Bachelor's,0
Female,Salaried,96576.42,4.7,Master's,1
Female,Business,12000.0,1.9,Bachelor's,0
Female,Student,22701.08,0.6,Bachelor's,0
Female,Salaried,91597.38,4.5,High School,1
Male,Salaried,21463.21,1.1,Bachelor's,0
Female,Self-Employed,37271.95,9.7,Master's,1
Male,Student,13017.87,0.8,High School,0
Male,Pensioner,29187.31,0.0,High School,0
Female,Self-Employed,46481.43,1.0,Bachelor's,0
Female,Business,101067.47,2.4,Bachelor's,1
Female,Salaried,101196.07,3.2,Bachelor's,1
Female,Student,24509.81,0.2,Bachelor's,0
Female,Student,11817.71,0.3,Bachelor's,0
Male,Salaried,52596.54,1.5,Bachelor's,0
Female,Salaried,73591.6,5.7,Master's,1
Female,Salaried,59342.16,1.7,High School,0
Male,Salaried,93168.72,26.7,Bachelor's,1
Male,Business,19106.78,18.2,Bachelor's,1
Female,Salaried,20172.09,5.0,Master's,0
Male,Salaried,70426.13,7.2,Master's,1
Female,Salaried,50253.67,9.7,Bachelor's,1
Male,Student,6493.59,0.6,Bachelor's,0
Male,Self-Employed,12000.0,7.2,High School,0
Female,Salaried,65586.38,19.1,High School,1
Male,Salaried,63417.35,5.4,Master's,1
Male,Student,5897.17,0.3,Master's,0
Male,Business,67067.18,11.4,Doctorate,1
Male,Salaried,61021.88,6.6,High School,0
Male,Salaried,100310.02,7.9,Bachelor's,1
Male,Salaried,25625.98,1.6,Bachelor's,0
Female,Salaried,81091.68,2.8,Bachelor's,1
Female,Self-Employed,14865.59,1.0,Bachelor's,0
Male,Pensioner,25234.16,0.0,Master's,0
Female,Salaried,28620.29,3.6,Bachelor's,0
Female,Business,88458.28,35.2,High School,1
Female,Salaried,63037.69,,High School,0
Male,Business,64594.9,9.3,High School,1
Female,Business,31798.01,2.4,Bachelor's,0
Male,Salaried,56009.2,10.7,High School,1
Female,Salaried,42096.04,5.7,Bachelor's,0
Male,Self-Employed,76503.65,7.2,Bachelor's,1
Male,Salaried,35267.27,2.1,Master's,0
Female,Salaried,104893.83,4.8,Master's,1
Female,Self-Employed,14732.59,6.0,Bachelor's,0
Male,Student,11788.84,1.7,High School,0
Female,Salaried,115316.02,14.8,High School,1
Female,Business,51945.84,13.7,Doctorate,1
Female,Salaried,25553.64,21.2,Bachelor's,1
Male,Business,71572.15,6.6,High School,1
Male,Self-Employed,50738.23,21.4,Master's,1
Female,Pensioner,19329.21,0.0,Bachelor's,0
Female,Salaried,32123.88,1.9,Master's,0
Female,Self-Employed,148051.21,3.3,Bachelor's,1
Male,Self-Employed,57453.44,,Bachelor's,0
Male,Salaried,12000.0,0.0,Bachelor's,0
Female,Salaried,109811.29,1.2,Master's,1
Female,Salaried,83332.13,0.0,Master's,1
Female,Salaried,42006.01,7.6,Bachelor's,1
Female,Pensioner,37599.29,0.0,High School,0
Female,Salaried,85204.18,2.2,Bachelor's,1
Female,Salaried,57592.45,8.6,Doctorate,1
Male,Business,12000.0,10.7,Bachelor's,0
Female,Salaried,118617.2,22.2,Master's,1
Male,Self-Employed,51980.29,6.2,Bachelor's,0
Female,Salaried,109867.15,3.7,Bachelor's,1
Female,Student,9646.48,2.0,Bachelor's,0
Male,Pensioner,24784.99,0.0,Bachelor's,0
Male,Pensioner,49014.65,0.0,Master's,0
Male,Salaried,45456.72,3.2,Bachelor's,0
Male,Business,12000.0,28.8,Bachelor's,1
Female,Salaried,52262.06,0.0,Bachelor's,0
Male,Salaried,76929.13,1.3,High School,0
Female,Salaried,51117.9,1.3,Master's,0
Male,Self-Employed,55788.55,7.6,Bachelor's,1
Female,Salaried,99306.98,2.6,Master's,1
Female,Self-Employed,68194.82,3.7,Bachelor's,0
Female,Salaried,39701.05,1.0,Master's,0
Female,Salaried,86060.91,3.1,Master's,1
Female,Business,70930.27,0.7,Bachelor's,0
Female,Salaried,12000.0,4.6,Master's,0
Male,Business,77850.59,0.6,High School,0
Female,Salaried,76754.86,9.4,Bachelor's,1
Male,Business,65603.63,5.0,Master's,1
Male,Self-Employed,91751.02,7.7,Bachelor's,1
Female,Salaried,44828.19,3.3,Bachelor's,0
Male,Salaried,75094.99,2.9,Master's,1
Female,Self-Employed,17991.22,0.6,Master's,0
Male,Business,77212.71,4.5,Bachelor's,1
Female,Salaried,123591.79,4.3,Bachelor's,1
Male,Salaried,35154.31,3.8,Bachelor's,0
Female,Pensioner,21257.17,0.0,Bachelor's,0
Female,Self-Employed,43699.54,10.7,Bachelor's,1
Female,Salaried,68899.95,8.3,Bachelor's,1
Female,Salaried,33108.91,0.9,Bachelor's,0
Male,Salaried,77637.42,5.8,High School,1
Female,Self-Employed,90405.2,0.5,High School,0
Male,Salaried,81030.42,7.1,High School,1
Male,Student,9793.04,1.0,Bachelor's,0
Male,Salaried,94855.03,0.9,Master's,1
Female,Salaried,93121.02,11.9,High School,1
Male,Self-Employed,89904.84,5.7,High School,1
Male,Pensioner,47632.32,0.0,Bachelor's,0
Male,Business,71605.68,0.2,Bachelor's,0
Female,Salaried,95971.68,4.6,High School,1
Female,Business,122705.4,15.4,Bachelor's,1
Male,Self-Employed,36408.79,5.4,High School,0
Female,Salaried,97343.76,21.4,Bachelor's,1
Female,Salaried,62413.49,0.9,High School,0
Male,Salaried,61109.81,5.0,Bachelor's,1
Male,Salaried,18904.08,9.6,Bachelor's,0
Female,Pensioner,49353.24,0.0,Bachelor's,0
Male,Salaried,35082.05,0.6,High School,0
Female,Student,11295.68,1.6,Bachelor's,0
Female,Self-Employed,32054.41,5.7,Bachelor's,0
Female,Self-Employed,51532.75,7.8,Master's,1
Female,Self-Employed,52816.69,8.6,Bachelor's,1
Female,Salaried,67902.65,8.8,Bachelor's,1
Female,Salaried,16557.5,6.5,Bachelor's,0
Male,Salaried,21634.46,1.5,High School,0
Male,Self-Employed,75857.43,3.1,Master's,1
Female,Salaried,41076.86,9.0,Bachelor's,1
Female,Business,97235.89,18.4,Bachelor's,1
Female,Salaried,71758.09,0.5,High School,0
Male,Salaried,83202.86,4.6,Bachelor's,1
Female,Salaried,107320.77,2.2,Bachelor's,1
Male,Pensioner,29122.06,0.0,Bachelor's,0
Female,Business,47765.4,4.2,Bachelor's,0
Female,Salaried,91151.08,5.6,Bachelor's,1
Male,Self-Employed,80285.41,0.1,Bachelor's,0
Male,Salaried,59380.09,9.1,Bachelor's,1
Female,Student,22815.16,0.5,High School,0
Female,Self-Employed,58632.67,20.2,Bachelor's,1
Female,Salaried,65983.21,1.2,Bachelor's,0
Male,Self-Employed,65636.68,5.4,Bachelor's,1
Male,Salaried,36962.18,3.3,High School,0
Male,Student,13377.41,1.8,High School,0
Male,Salaried,106902.81,5.0,High School,1
Male,Self-Employed,78349.05,9.2,Master's,1
Male,Salaried,65931.9,0.1,Bachelor's,0
Female,Business,60146.98,20.9,High School,1
Female,Business,74926.01,10.0,High School,1
Male,Self-Employed,87493.0,8.3,High School,1
Female,Self-Employed,83277.16,8.6,Bachelor's,1
Female,Pensioner,37978.66,0.0,High School,0
Male,Salaried,74743.45,8.4,Bachelor's,1
Female,Salaried,79398.19,2.9,Bachelor's,1
Male,Salaried,34784.15,13.7,Master's,1
Male,Student,13698.72,0.3,Bachelor's,0
Female,Salaried,12000.0,2.1,Bachelor's,0
Male,Business,79476.01,4.8,Bachelor's,1
Male,Self-Employed,84810.29,2.3,Bachelor's,0
Male,Salaried,87426.38,3.3,Master's,1
Male,Salaried,53148.59,4.1,Bachelor's,0
Male,Salaried,74271.41,11.6,Bachelor's,1
Male,Salaried,107718.62,4.4,Bachelor's,1
Male,Salaried,107413.09,2.7,Doctorate,1
Male,Salaried,64124.82,1.7,Bachelor's,0
Female,Pensioner,37102.47,,Master's,0
Female,Student,12151.99,0.8,High School,0
Female,Salaried,19975.94,8.2,Bachelor's,0
Male,Salaried,55307.73,0.8,Master's,0
Male,Salaried,105067.11,1.5,Bachelor's,1
Female,Self-Employed,94256.02,2.9,Doctorate,1
Female,Business,76077.91,2.7,High School,0
Female,Salaried,19825.03,3.0,Master's,0
Male,Salaried,63502.69,9.5,Bachelor's,1
Female,Business,47302.54,2.4,High School,0
Female,Self-Employed,74931.17,4.2,Master's,1
Male,Salaried,40719.6,5.9,Bachelor's,1
Female,Self-Employed,34228.3,1.6,High School,0
Male,Salaried,12000.0,7.6,High School,0
Male,Salaried,101654.14,4.8,Bachelor's,1
Male,Business,53006.88,3.6,Doctorate,1
Female,Business,69714.37,10.0,High School,0
Female,Salaried,64932.86,1.7,Bachelor's,0
Male,Pensioner,15034.96,0.0,High School,0
Female,Salaried,27228.05,4.9,Bachelor's,0
Female,Business,34840.55,5.6,High School,0
Female,Salaried,43304.95,12.5,High School,1
Female,Pensioner,43150.27,0.0,High School,0
Male,Pensioner,46126.82,0.0,Bachelor's,0
Female,Salaried,117394.72,8.4,Master's,1
Male,Pensioner,48931.22,0.0,Bachelor's,0
Male,Business,89250.79,4.8,High School,1
Female,Business,61410.23,0.4,Bachelor's,0
Male,Salaried,110428.42,0.6,Master's,1
Female,Business,58459.83,10.6,High School,1
Female,Pensioner,40174.5,0.0,High School,0
Male,Salaried,70099.24,1.1,High School,0
Male,Student,10385.69,1.1,Bachelor's,0
Male,Salaried,84107.24,0.0,Bachelor's,1
Male,Salaried,50746.24,2.0,Bachelor's,0
Female,Self-Employed,49010.19,5.3,High School,0
Female,Self-Employed,84197.09,5.4,Bachelor's,1
Female,Self-Employed,86457.1,9.0,Doctorate,1
Male,Salaried,53199.47,4.2,High School,0
Male,Student,16795.06,2.0,Master's,0
Male,Salaried,58780.52,7.8,Bachelor's,1
Female,Salaried,83705.77,4.1,High School,1
Male,Salaried,119162.51,5.6,Bachelor's,1
Female,Self-Employed,29061.26,13.7,Master's,1
Male,Pensioner,38840.39,0.0,Bachelor's,0
Female,Self-Employed,53317.89,2.9,Master's,0
Female,Business,105674.16,0.0,Bachelor's,1
Male,Salaried,63951.75,5.7,Bachelor's,1
Male,Self-Employed,37780.2,0.2,Master's,0
Female,Salaried,81760.86,4.2,Master's,1
Female,Salaried,52860.84,9.8,Bachelor's,1
Male,Salaried,28268.38,4.8,Bachelor's,0
Male,Self-Employed,38216.8,1.9,High School,0
Female,Self-Employed,117021.26,9.3,Bachelor's,1
Male,Business,76526.28,1.9,Bachelor's,0
Female,Salaried,68232.8,7.9,High School,1
Female,Salaried,57503.19,5.7,Bachelor's,1
Male,Self-Employed,73764.47,1.1,Bachelor's,0
Male,Salaried,73407.08,14.1,Doctorate,1
Male,Pensioner,38884.22,0.0,Bachelor's,0
Male,Self-Employed,68445.35,27.4,Bachelor's,1
Male,Salaried,91063.95,0.0,Doctorate,1
Female,Student,5193.45,1.7,High School,0
Female,Self-Employed,35661.83,1.3,Bachelor's,0
Male,Salaried,46627.31,0.1,Bachelor's,0
Male,Self-Employed,12000.0,7.9,High School,0
Male,Salaried,125804.51,7.1,Bachelor's,1
Female,Business,90882.64,9.4,High School,1
Male,Business,40097.89,1.8,High School,0
Male,Student,18310.68,0.4,High School,0
Female,Self-Employed,45893.71,6.5,Master's,0
Female,Salaried,111276.42,3.5,Bachelor's,1
Male,Business,22403.69,7.2,Bachelor's,0
Male,Salaried,68434.28,6.0,Bachelor's,1
Male,Self-Employed,61744.16,0.7,Bachelor's,0
Female,Self-Employed,89805.16,9.1,Bachelor's,1
Male,Salaried,61879.72,7.7,Bachelor's,1
Male,Salaried,12253.73,6.4,High School,0
Male,Pensioner,46330.1,0.0,Bachelor's,0
Female,Pensioner,38986.86,0.0,High School,0
Female,Salaried,67387.39,3.0,High School,0
Male,Salaried,108025.31,2.0,Master's,1
Male,Salaried,12817.24,1.6,Bachelor's,0
Female,Pensioner,29472.2,0.0,Bachelor's,0
Female,Salaried,48419.21,6.1,Bachelor's,0
Female,Business,53551.07,5.0,Bachelor's,0
Female,Salaried,87203.77,1.5,Bachelor's,1
Female,Self-Employed,59793.67,15.0,Bachelor's,1
Female,Salaried,77474.08,1.3,Bachelor's,1
Female,Business,46226.81,9.5,Doctorate,1
Female,Salaried,71897.73,20.4,Doctorate,1
Female,Self-Employed,88333.93,7.8,Bachelor's,1
Male,Salaried,43031.01,29.7,Master's,1
Male,Business,88440.74,6.3,Bachelor's,1
Male,Pensioner,27654.44,0.0,Bachelor's,0
Female,Salaried,96363.81,1.4,High School,1
Male,Pensioner,40828.18,0.0,Bachelor's,0
Female,Self-Employed,76437.34,0.0,Master's,1
Female,Salaried,63781.81,6.9,Master's,1
Male,Salaried,62113.63,1.9,Master's,1
Female,Salaried,72767.91,10.1,High School,1
Male,Business,81104.22,2.7,Bachelor's,1
Male,Business,27513.05,3.9,High School,0
Male,Salaried,108009.01,20.2,Bachelor's,1
Female,Self-Employed,12000.0,1.7,Bachelor's,0
Male,Business,44455.64,7.7,Bachelor's,0
Female,Pensioner,40943.32,0.0,Bachelor's,0
Male,Self-Employed,77370.68,1.5,Bachelor's,0
Male,Student,10829.34,1.2,Bachelor's,0
Male,Self-Employed,12000.0,2.6,High School,0
Female,Salaried,49769.18,8.9,Master's,1
Female,Business,12000.0,5.8,High School,0
Female,Salaried,65948.66,3.9,High School,0
Male,Salaried,73150.51,9.1,Master's,1
Male,Salaried,112723.87,1.6,Doctorate,1
Female,Business,68619.04,8.4,Bachelor's,1
Female,Business,96320.75,12.0,High School,1
